date,new_cases_global,new_deaths_global,new_tests_global,total_vaccinations_global,people_vaccinated_global,people_fully_vaccinated_global,new_vaccinations_global,new_cases_7day_average_global,new_deaths_7day_average_global,new_tests_7day_average_global,total_vaccinations_7day_average_global,people_vaccinated_7day_average_global,people_fully_vaccinated_7day_average_global,new_vaccinations_7day_average_global,new_cases_usa,new_deaths_usa,new_tests_usa,total_vaccinations_usa,people_vaccinated_usa,people_fully_vaccinated_usa,new_vaccinations_usa,new_cases_7day_average_usa,new_deaths_7day_average_usa,new_tests_7day_average_usa,total_vaccinations_7day_average_usa,people_vaccinated_7day_average_usa,people_fully_vaccinated_7day_average_usa,new_vaccinations_7day_average_usa
4/19/20,248100,17911,597656,0,0,0,0,266099,23768,622506,0,0,0,0,26062,1977,134267,0,0,0,0,28315,2183,161806,0,0,0,0
4/20/20,241014,20246,596652,0,0,0,0,267824,23719,639482,0,0,0,0,29820,2236,160160,0,0,0,0,28726,2215,168371,0,0,0,0
4/21/20,242823,24706,701965,0,0,0,0,262403,23869,658006,0,0,0,0,25926,2505,221088,0,0,0,0,28313,2223,176743,0,0,0,0
4/22/20,260812,23549,796378,0,0,0,0,263553,22983,681785,0,0,0,0,28911,2465,235728,0,0,0,0,28813,2203,185823,0,0,0,0
4/23/20,266423,23438,828599,0,0,0,0,255959,22734,703726,0,0,0,0,33612,2458,232971,0,0,0,0,29329,2247,192799,0,0,0,0
4/24/20,255637,23038,948542,0,0,0,0,251762,21938,736042,0,0,0,0,32327,2188,259256,0,0,0,0,29224,2257,201506,0,0,0,0
4/25/20,259542,19422,841812,0,0,0,0,253479,21759,758801,0,0,0,0,30380,1716,219429,0,0,0,0,29577,2221,208986,0,0,0,0
4/26/20,224910,13991,749284,0,0,0,0,250166,21199,780462,0,0,0,0,26488,1404,171520,0,0,0,0,29638,2139,214307,0,0,0,0
4/27/20,222056,16642,772144,0,0,0,0,247458,20684,805532,0,0,0,0,23715,1520,225732,0,0,0,0,28766,2037,223675,0,0,0,0
4/28/20,237543,22144,981477,0,0,0,0,246703,20318,845462,0,0,0,0,24575,2225,269631,0,0,0,0,28573,1997,230610,0,0,0,0
4/29/20,239543,22861,1092483,0,0,0,0,243665,20219,887763,0,0,0,0,26459,2410,294651,0,0,0,0,28222,1989,239027,0,0,0,0
4/30/20,259336,19625,1197764,0,0,0,0,242652,19675,940501,0,0,0,0,29205,2188,322469,0,0,0,0,27593,1950,251813,0,0,0,0
5/1/20,273595,17454,1205326,0,0,0,0,245218,18877,977184,0,0,0,0,34907,1915,336483,0,0,0,0,27961,1911,262845,0,0,0,0
5/2/20,244821,19086,1018992,0,0,0,0,243115,18829,1002496,0,0,0,0,27348,1730,268270,0,0,0,0,27528,1913,269822,0,0,0,0
5/3/20,235075,12337,955155,0,0,0,0,244567,18593,1031906,0,0,0,0,24321,1197,207580,0,0,0,0,27219,1884,274974,0,0,0,0
5/4/20,238444,14927,969618,0,0,0,0,246908,18348,1060116,0,0,0,0,24068,1390,250570,0,0,0,0,27269,1865,278522,0,0,0,0
5/5/20,248706,19512,1103614,0,0,0,0,248503,17972,1077565,0,0,0,0,24528,2215,319191,0,0,0,0,27262,1864,285602,0,0,0,0
5/6/20,280995,22348,1190102,0,0,0,0,254425,17898,1091510,0,0,0,0,24569,2309,359375,0,0,0,0,26992,1849,294848,0,0,0,0
5/7/20,274489,18250,1245857,0,0,0,0,256589,17702,1098381,0,0,0,0,27429,1925,362024,0,0,0,0,26739,1812,300499,0,0,0,0
5/8/20,278635,19012,1347190,0,0,0,0,257309,17925,1118647,0,0,0,0,26830,1758,402937,0,0,0,0,25585,1789,309992,0,0,0,0
5/9/20,261692,14544,1228281,0,0,0,0,259719,17276,1148545,0,0,0,0,25176,1463,335192,0,0,0,0,25274,1751,319553,0,0,0,0
5/10/20,229537,12614,1050416,0,0,0,0,258928,17315,1162154,0,0,0,0,18805,987,248609,0,0,0,0,24486,1721,325414,0,0,0,0
5/11/20,236859,12637,1077847,0,0,0,0,258702,16988,1177615,0,0,0,0,19298,1044,319372,0,0,0,0,23805,1672,335243,0,0,0,0
5/12/20,259510,18752,1274562,0,0,0,0,260245,16880,1202036,0,0,0,0,22927,1598,421358,0,0,0,0,23576,1583,349838,0,0,0,0
5/13/20,260373,17437,1436944,0,0,0,0,257299,16178,1237300,0,0,0,0,20433,1725,449954,0,0,0,0,22985,1500,362778,0,0,0,0
5/14/20,294490,17812,1502248,0,0,0,0,260157,16115,1273927,0,0,0,0,26817,1782,449675,0,0,0,0,22898,1480,375300,0,0,0,0
5/15/20,292516,17731,1663973,0,0,0,0,262140,15932,1319182,0,0,0,0,24733,1666,444823,0,0,0,0,22598,1466,381283,0,0,0,0
5/16/20,287743,14253,1405088,0,0,0,0,265861,15891,1344440,0,0,0,0,24135,1201,365688,0,0,0,0,22450,1429,385640,0,0,0,0
5/17/20,237307,11485,1218473,0,0,0,0,266971,15730,1368448,0,0,0,0,18388,825,304159,0,0,0,0,22390,1406,393576,0,0,0,0
5/18/20,271413,12993,1230101,0,0,0,0,271907,15780,1390198,0,0,0,0,22389,1223,352281,0,0,0,0,22832,1431,398277,0,0,0,0
5/19/20,295335,15692,1434915,0,0,0,0,277025,15343,1413106,0,0,0,0,20979,1460,432995,0,0,0,0,22553,1412,399939,0,0,0,0
5/20/20,310607,16262,1542548,0,0,0,0,284202,15175,1428192,0,0,0,0,22725,1499,462020,0,0,0,0,22881,1379,401663,0,0,0,0
5/21/20,324270,15757,1508121,0,0,0,0,288456,14882,1429031,0,0,0,0,25769,1185,458812,0,0,0,0,22731,1294,402968,0,0,0,0
5/22/20,325441,18184,1588429,0,0,0,0,293159,14947,1418239,0,0,0,0,23649,1222,491400,0,0,0,0,22576,1231,409622,0,0,0,0
5/23/20,318369,13401,1486419,0,0,0,0,297535,14825,1429858,0,0,0,0,21099,1086,389927,0,0,0,0,22143,1214,413085,0,0,0,0
5/24/20,285300,10602,1238638,0,0,0,0,304391,14699,1432739,0,0,0,0,20077,640,346393,0,0,0,0,22384,1188,419118,0,0,0,0
5/25/20,262510,3265,1204801,0,0,0,0,303119,13309,1429124,0,0,0,0,18662,597,328724,0,0,0,0,21851,1098,415753,0,0,0,0
5/26/20,286083,14765,1480768,0,0,0,0,301797,13177,1435675,0,0,0,0,19663,678,460287,0,0,0,0,21663,987,419652,0,0,0,0
5/27/20,311682,16579,1683160,0,0,0,0,301951,13222,1455762,0,0,0,0,18551,1459,552883,0,0,0,0,21067,981,432632,0,0,0,0
5/28/20,366464,15393,1689466,0,0,0,0,307978,13170,1481669,0,0,0,0,22320,1092,535116,0,0,0,0,20574,968,443533,0,0,0,0
5/29/20,367539,15866,1759773,0,0,0,0,313992,12839,1506146,0,0,0,0,24478,1130,545523,0,0,0,0,20693,955,451265,0,0,0,0
5/30/20,414475,13498,1603626,0,0,0,0,327722,12853,1522890,0,0,0,0,23632,954,453143,0,0,0,0,21055,936,460296,0,0,0,0
5/31/20,321780,9648,1393087,0,0,0,0,332933,12716,1544954,0,0,0,0,18983,617,373164,0,0,0,0,20898,932,464120,0,0,0,0
6/1/20,290677,10725,1350355,0,0,0,0,336957,13782,1565748,0,0,0,0,17414,778,438768,0,0,0,0,20720,958,479841,0,0,0,0
6/2/20,368001,15935,1659888,0,0,0,0,348660,13949,1591336,0,0,0,0,21502,980,521244,0,0,0,0,20983,1001,488549,0,0,0,0
6/3/20,342759,17868,1799668,0,0,0,0,353099,14133,1607980,0,0,0,0,19857,1008,581853,0,0,0,0,21169,937,492687,0,0,0,0
6/4/20,400618,16583,1914830,0,0,0,0,357978,14303,1640175,0,0,0,0,21658,1006,617916,0,0,0,0,21075,925,504516,0,0,0,0
6/5/20,398279,15513,1921854,0,0,0,0,362370,14253,1663330,0,0,0,0,25403,889,572627,0,0,0,0,21207,890,508388,0,0,0,0
6/6/20,405480,12847,1701387,0,0,0,0,361085,14160,1677296,0,0,0,0,21142,642,464261,0,0,0,0,20851,846,509976,0,0,0,0
6/7/20,340369,9683,1510405,0,0,0,0,363740,14165,1694055,0,0,0,0,17928,460,405504,0,0,0,0,20701,823,514596,0,0,0,0
6/8/20,310722,12718,1466907,0,0,0,0,366604,14450,1710706,0,0,0,0,17616,509,448907,0,0,0,0,20729,785,516045,0,0,0,0
6/9/20,379067,15957,1749689,0,0,0,0,368185,14453,1723534,0,0,0,0,18383,907,559848,0,0,0,0,20284,774,521559,0,0,0,0
6/10/20,409304,16677,1924646,0,0,0,0,377691,14283,1741388,0,0,0,0,21111,879,628276,0,0,0,0,20463,756,528191,0,0,0,0
6/11/20,418284,15368,1948187,0,0,0,0,380215,14109,1746154,0,0,0,0,23166,828,614546,0,0,0,0,20678,731,527710,0,0,0,0
6/12/20,391070,14614,1977877,0,0,0,0,379185,13981,1754157,0,0,0,0,24828,829,616244,0,0,0,0,20596,722,533941,0,0,0,0
6/13/20,409760,13571,1755900,0,0,0,0,379797,14084,1761944,0,0,0,0,25212,740,531587,0,0,0,0,21178,736,543559,0,0,0,0
6/14/20,399933,11040,1545798,0,0,0,0,388306,14278,1767001,0,0,0,0,18941,345,413114,0,0,0,0,21322,720,544646,0,0,0,0
6/15/20,361809,11637,1579228,0,0,0,0,395604,14123,1783046,0,0,0,0,19827,396,506146,0,0,0,0,21638,703,552823,0,0,0,0
6/16/20,430571,21679,1932287,0,0,0,0,402962,14941,1809132,0,0,0,0,23667,813,672634,0,0,0,0,22393,690,568935,0,0,0,0
6/17/20,435943,16932,2067716,0,0,0,0,406767,14977,1829570,0,0,0,0,27072,739,705661,0,0,0,0,23245,670,579990,0,0,0,0
6/18/20,429101,16136,2069815,0,0,0,0,408312,15087,1846946,0,0,0,0,28537,688,701716,0,0,0,0,24012,650,592443,0,0,0,0
6/19/20,543951,20456,2151668,0,0,0,0,430153,15922,1871773,0,0,0,0,31544,627,704190,0,0,0,0,24971,621,605007,0,0,0,0
6/20/20,476152,13688,1949592,0,0,0,0,439637,15938,1899443,0,0,0,0,32280,558,584046,0,0,0,0,25981,595,612501,0,0,0,0
6/21/20,386110,13855,1615986,0,0,0,0,437662,16340,1909470,0,0,0,0,25150,320,421283,0,0,0,0,26868,592,613668,0,0,0,0
6/22/20,421156,11299,1730139,0,0,0,0,446141,16292,1931029,0,0,0,0,32144,407,547647,0,0,0,0,28628,593,619597,0,0,0,0
6/23/20,505103,16988,2017713,0,0,0,0,456788,15622,1943233,0,0,0,0,37072,748,700226,0,0,0,0,30543,584,623538,0,0,0,0
6/24/20,522647,16734,2213232,0,0,0,0,469174,15594,1964021,0,0,0,0,35878,737,766595,0,0,0,0,31801,584,632243,0,0,0,0
6/25/20,539674,15254,2241233,0,0,0,0,484970,15468,1988509,0,0,0,0,40326,538,771305,0,0,0,0,33485,562,642185,0,0,0,0
6/26/20,580459,15450,2305840,0,0,0,0,490186,14753,2010534,0,0,0,0,45999,628,809674,0,0,0,0,35550,562,657254,0,0,0,0
6/27/20,538517,14426,2114335,0,0,0,0,499095,14858,2034068,0,0,0,0,41330,506,693455,0,0,0,0,36843,555,672884,0,0,0,0
6/28/20,494022,10608,1887875,0,0,0,0,514511,14394,2072910,0,0,0,0,40734,316,565949,0,0,0,0,39069,554,693550,0,0,0,0
6/29/20,469657,12177,1948667,0,0,0,0,521440,14520,2104128,0,0,0,0,41299,386,664544,0,0,0,0,40377,551,710250,0,0,0,0
6/30/20,527163,15827,2294861,0,0,0,0,524591,14354,2143720,0,0,0,0,46420,555,855755,0,0,0,0,41712,524,732468,0,0,0,0
7/1/20,657288,16070,2422308,0,0,0,0,543826,14259,2173588,0,0,0,0,51820,701,884268,0,0,0,0,43990,519,749279,0,0,0,0
7/2/20,634130,16429,2392186,0,0,0,0,557319,14427,2195153,0,0,0,0,56636,710,858328,0,0,0,0,46320,543,761710,0,0,0,0
7/3/20,608377,16011,2373582,0,0,0,0,561308,14507,2204831,0,0,0,0,51351,670,800582,0,0,0,0,47084,549,760412,0,0,0,0
7/4/20,584803,14460,1754527,0,0,0,0,567920,14512,2153429,0,0,0,0,45693,315,620410,0,0,0,0,47708,522,749977,0,0,0,0
7/5/20,554430,11533,1549149,0,0,0,0,576550,14644,2105040,0,0,0,0,50747,326,526774,0,0,0,0,49138,523,744380,0,0,0,0
7/6/20,496544,12793,1954431,0,0,0,0,580391,14732,2105863,0,0,0,0,43106,377,725086,0,0,0,0,49396,522,753029,0,0,0,0
7/7/20,637153,19168,2379717,0,0,0,0,596104,15209,2117986,0,0,0,0,60661,1161,902857,0,0,0,0,51431,609,759758,0,0,0,0
7/8/20,646861,17027,2560113,0,0,0,0,594614,15346,2137672,0,0,0,0,60119,822,980206,0,0,0,0,52616,626,773463,0,0,0,0
7/9/20,684690,17487,2669677,0,0,0,0,601837,15497,2177314,0,0,0,0,62509,1020,1011473,0,0,0,0,53455,670,795341,0,0,0,0
7/10/20,702848,17003,2706559,0,0,0,0,615333,15639,2224882,0,0,0,0,68057,816,1015385,0,0,0,0,55842,691,826027,0,0,0,0
7/11/20,653021,15698,2408479,0,0,0,0,625078,15816,2318304,0,0,0,0,60017,729,840175,0,0,0,0,57888,750,857422,0,0,0,0
7/12/20,579274,13162,2087219,0,0,0,0,628627,16048,2395171,0,0,0,0,58424,472,698151,0,0,0,0,58985,771,881905,0,0,0,0
7/13/20,580103,13025,2228889,0,0,0,0,640564,16081,2434379,0,0,0,0,58930,448,867842,0,0,0,0,61245,781,902298,0,0,0,0
7/14/20,670018,18158,2502753,0,0,0,0,645259,15937,2451956,0,0,0,0,68051,928,1003571,0,0,0,0,62301,748,916686,0,0,0,0
7/15/20,699119,17723,2737710,0,0,0,0,652725,16037,2477327,0,0,0,0,68090,974,1035095,0,0,0,0,63440,770,924527,0,0,0,0
7/16/20,759897,18673,2850563,0,0,0,0,663469,16206,2503167,0,0,0,0,75866,955,1028697,0,0,0,0,65348,760,926988,0,0,0,0
7/17/20,734338,21232,2875256,0,0,0,0,667967,16810,2527267,0,0,0,0,72236,925,1047051,0,0,0,0,65945,776,931512,0,0,0,0
