date,new_cases,new_deaths,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_7day_average,new_deaths_7day_average,new_tests_7day_average,total_vaccinations_7day_average,people_vaccinated_7day_average,people_fully_vaccinated_7day_average,new_vaccinations_7day_average
1/1/20,0,0,27,0,0,0,0,0,0,27,0,0,0,0
1/2/20,0,0,108,0,0,0,0,0,0,68,0,0,0,0
1/3/20,0,0,93,0,0,0,0,0,0,76,0,0,0,0
1/4/20,0,0,112,0,0,0,0,0,0,85,0,0,0,0
1/5/20,0,0,87,0,0,0,0,0,0,85,0,0,0,0
1/6/20,0,0,218,0,0,0,0,0,0,108,0,0,0,0
1/7/20,0,0,210,0,0,0,0,0,0,122,0,0,0,0
1/8/20,0,0,173,0,0,0,0,0,0,143,0,0,0,0
1/9/20,0,0,202,0,0,0,0,0,0,156,0,0,0,0
1/10/20,0,0,246,0,0,0,0,0,0,178,0,0,0,0
1/11/20,0,0,48,0,0,0,0,0,0,169,0,0,0,0
1/12/20,0,0,171,0,0,0,0,0,0,181,0,0,0,0
1/13/20,0,0,243,0,0,0,0,0,0,185,0,0,0,0
1/14/20,0,0,248,0,0,0,0,0,0,190,0,0,0,0
1/15/20,0,0,343,0,0,0,0,0,0,214,0,0,0,0
1/16/20,0,0,244,0,0,0,0,0,0,220,0,0,0,0
1/17/20,0,0,192,0,0,0,0,0,0,213,0,0,0,0
1/18/20,0,0,93,0,0,0,0,0,0,219,0,0,0,0
1/19/20,0,0,165,0,0,0,0,0,0,218,0,0,0,0
1/20/20,0,0,347,0,0,0,0,0,0,233,0,0,0,0
1/21/20,0,0,300,0,0,0,0,0,0,241,0,0,0,0
1/22/20,0,0,349,0,0,0,0,0,0,241,0,0,0,0
1/23/20,294,3,360,0,0,0,0,42,0,258,0,0,0,0
1/24/20,860,24,286,0,0,0,0,165,4,271,0,0,0,0
1/25/20,1477,48,223,0,0,0,0,376,11,290,0,0,0,0
1/26/20,2055,42,337,0,0,0,0,669,17,315,0,0,0,0
1/27/20,2428,78,493,0,0,0,0,1016,28,335,0,0,0,0
1/28/20,7957,147,550,0,0,0,0,2153,49,371,0,0,0,0
1/29/20,1769,6,504,0,0,0,0,2406,50,393,0,0,0,0
1/30/20,6204,114,485,0,0,0,0,3250,66,411,0,0,0,0
1/31/20,5079,126,391,0,0,0,0,3853,80,426,0,0,0,0
2/1/20,6339,138,600,0,0,0,0,4547,93,480,0,0,0,0
2/2/20,14249,309,383,0,0,0,0,6289,131,487,0,0,0,0
2/3/20,9302,192,403,0,0,0,0,7271,147,474,0,0,0,0
2/4/20,12034,198,594,0,0,0,0,7854,155,480,0,0,0,0
2/5/20,11235,216,890,0,0,0,0,9206,185,535,0,0,0,0
2/6/20,9480,210,706,0,0,0,0,9674,198,567,0,0,0,0
2/7/20,10720,255,781,0,0,0,0,10480,217,622,0,0,0,0
2/8/20,8207,261,1547,0,0,0,0,10747,234,758,0,0,0,0
2/9/20,9089,300,2337,0,0,0,0,10010,233,1037,0,0,0,0
2/10/20,7756,321,1474,0,0,0,0,9789,252,1190,0,0,0,0
2/11/20,6128,300,1340,0,0,0,0,8945,266,1296,0,0,0,0
2/12/20,1214,15,1971,0,0,0,0,7513,237,1451,0,0,0,0
2/13/20,45459,759,1123,0,0,0,0,12653,316,1510,0,0,0,0
2/14/20,19538,456,1797,0,0,0,0,13913,345,1656,0,0,0,0
2/15/20,6363,430,1128,0,0,0,0,13650,369,1596,0,0,0,0
2/16/20,6479,312,2834,0,0,0,0,13277,370,1667,0,0,0,0
2/17/20,6006,294,1687,0,0,0,0,13027,367,1697,0,0,0,0
2/18/20,5558,420,4035,0,0,0,0,12945,384,2082,0,0,0,0
2/19/20,1421,345,2495,0,0,0,0,12975,431,2157,0,0,0,0
2/20/20,1667,373,3073,0,0,0,0,6719,376,2436,0,0,0,0
2/21/20,1904,13,6117,0,0,0,0,4200,312,3053,0,0,0,0
2/22/20,5325,622,9711,0,0,0,0,4051,340,4279,0,0,0,0
2/23/20,1176,33,3814,0,0,0,0,3294,300,4419,0,0,0,0
2/24/20,1766,484,7473,0,0,0,0,2688,327,5245,0,0,0,0
2/25/20,2662,243,14051,0,0,0,0,2274,302,6676,0,0,0,0
2/26/20,3075,185,12398,0,0,0,0,2511,279,8091,0,0,0,0
2/27/20,4330,134,18900,0,0,0,0,2891,245,10352,0,0,0,0
2/28/20,4442,179,27783,0,0,0,0,3254,269,13447,0,0,0,0
2/29/20,6021,215,19673,0,0,0,0,3353,210,14870,0,0,0,0
3/1/20,7850,167,16004,0,0,0,0,4307,230,16612,0,0,0,0
3/2/20,6443,286,18335,0,0,0,0,4975,201,18163,0,0,0,0
3/3/20,8385,254,24745,0,0,0,0,5792,203,19691,0,0,0,0
3/4/20,7794,314,35467,0,0,0,0,6466,221,22987,0,0,0,0
3/5/20,9745,327,22549,0,0,0,0,7240,249,23508,0,0,0,0
3/6/20,13289,390,44726,0,0,0,0,8504,279,25928,0,0,0,0
3/7/20,14285,360,35109,0,0,0,0,9684,300,28134,0,0,0,0
3/8/20,14212,865,28814,0,0,0,0,10593,399,29964,0,0,0,0
3/9/20,15435,686,30268,0,0,0,0,11878,457,31668,0,0,0,0
3/10/20,17234,1007,37649,0,0,0,0,13142,564,33512,0,0,0,0
3/11/20,27637,1269,46352,0,0,0,0,15977,701,35067,0,0,0,0
3/12/20,20646,1114,49027,0,0,0,0,17534,813,38849,0,0,0,0
3/13/20,53324,1861,44179,0,0,0,0,23253,1023,38771,0,0,0,0
3/14/20,40633,1524,63490,0,0,0,0,27017,1189,42826,0,0,0,0
3/15/20,41167,2391,63103,0,0,0,0,30868,1407,47724,0,0,0,0
3/16/20,54601,2525,76049,0,0,0,0,36463,1670,54264,0,0,0,0
3/17/20,57830,3028,101458,0,0,0,0,42263,1959,63380,0,0,0,0
3/18/20,71160,3334,114323,0,0,0,0,48480,2254,73090,0,0,0,0
3/19/20,97983,4139,149682,0,0,0,0,59528,2686,87469,0,0,0,0
3/20/20,109816,5599,171425,0,0,0,0,67599,3220,105647,0,0,0,0
3/21/20,114690,6521,177291,0,0,0,0,78178,3934,121904,0,0,0,0
3/22/20,121915,6335,150528,0,0,0,0,89714,4497,134394,0,0,0,0
3/23/20,150768,7318,209834,0,0,0,0,103452,5182,153506,0,0,0,0
3/24/20,143882,8556,217408,0,0,0,0,115745,5972,170070,0,0,0,0
3/25/20,179532,10469,242039,0,0,0,0,131227,6991,188315,0,0,0,0
3/26/20,219756,11202,276152,0,0,0,0,148623,8000,206382,0,0,0,0
3/27/20,225726,12822,324411,0,0,0,0,165181,9032,228238,0,0,0,0
3/28/20,233699,13673,282810,0,0,0,0,182183,10054,243312,0,0,0,0
3/29/20,203022,12868,304465,0,0,0,0,193769,10987,265303,0,0,0,0
3/30/20,222236,14863,246946,0,0,0,0,203979,12065,270604,0,0,0,0
3/31/20,260947,17051,321296,0,0,0,0,220703,13278,285446,0,0,0,0
4/1/20,278248,21533,478544,0,0,0,0,234805,14859,319232,0,0,0,0
4/2/20,277525,20753,507801,0,0,0,0,243058,16223,352325,0,0,0,0
4/3/20,280958,21948,498093,0,0,0,0,250948,17527,377136,0,0,0,0
4/4/20,181053,20725,443075,0,0,0,0,243427,18534,400031,0,0,0,0
4/5/20,238387,18038,444103,0,0,0,0,248479,19273,419980,0,0,0,0
4/6/20,239132,20809,435220,0,0,0,0,250893,20122,446876,0,0,0,0
4/7/20,225051,28789,596807,0,0,0,0,245765,21799,486235,0,0,0,0
4/8/20,276051,23352,575517,0,0,0,0,245451,22059,500088,0,0,0,0
4/9/20,285942,27200,598100,0,0,0,0,246653,22980,512988,0,0,0,0
4/10/20,279793,25481,635819,0,0,0,0,246487,23485,532663,0,0,0,0
4/11/20,242909,21197,628686,0,0,0,0,255324,23552,559179,0,0,0,0
4/12/20,426772,20231,489337,0,0,0,0,282236,23866,565641,0,0,0,0
4/13/20,228942,20586,477824,0,0,0,0,280780,23834,571727,0,0,0,0
4/14/20,280769,23656,572293,0,0,0,0,288740,23100,568225,0,0,0,0
4/15/20,252765,29751,629929,0,0,0,0,285413,24015,575998,0,0,0,0
4/16/20,319580,25181,675009,0,0,0,0,290219,23726,586985,0,0,0,0
4/17/20,285012,28612,722333,0,0,0,0,290964,24173,599344,0,0,0,0
4/18/20,247528,20678,682500,0,0,0,0,291624,24099,607032,0,0,0,0
4/19/20,248100,17911,597656,0,0,0,0,266099,23768,622506,0,0,0,0
4/20/20,241014,20246,596652,0,0,0,0,267824,23719,639482,0,0,0,0
4/21/20,242823,24706,701965,0,0,0,0,262403,23869,658006,0,0,0,0
4/22/20,260812,23549,796378,0,0,0,0,263553,22983,681785,0,0,0,0
4/23/20,266423,23438,828599,0,0,0,0,255959,22734,703726,0,0,0,0
4/24/20,255637,23038,948542,0,0,0,0,251762,21938,736042,0,0,0,0
4/25/20,259542,19422,841812,0,0,0,0,253479,21759,758801,0,0,0,0
4/26/20,224910,13991,749284,0,0,0,0,250166,21199,780462,0,0,0,0
4/27/20,222056,16642,772144,0,0,0,0,247458,20684,805532,0,0,0,0
4/28/20,237543,22144,981477,0,0,0,0,246703,20318,845462,0,0,0,0
4/29/20,239543,22861,1092483,0,0,0,0,243665,20219,887763,0,0,0,0
4/30/20,259336,19625,1197764,0,0,0,0,242652,19675,940501,0,0,0,0
5/1/20,273595,17454,1205326,0,0,0,0,245218,18877,977184,0,0,0,0
5/2/20,244821,19086,1018992,0,0,0,0,243115,18829,1002496,0,0,0,0
5/3/20,235075,12337,955155,0,0,0,0,244567,18593,1031906,0,0,0,0
5/4/20,238444,14927,969618,0,0,0,0,246908,18348,1060116,0,0,0,0
5/5/20,248706,19512,1103614,0,0,0,0,248503,17972,1077565,0,0,0,0
5/6/20,280995,22348,1190102,0,0,0,0,254425,17898,1091510,0,0,0,0
5/7/20,274489,18250,1245857,0,0,0,0,256589,17702,1098381,0,0,0,0
5/8/20,278635,19012,1347190,0,0,0,0,257309,17925,1118647,0,0,0,0
5/9/20,261692,14544,1228281,0,0,0,0,259719,17276,1148545,0,0,0,0
5/10/20,229537,12614,1050416,0,0,0,0,258928,17315,1162154,0,0,0,0
5/11/20,236859,12637,1077847,0,0,0,0,258702,16988,1177615,0,0,0,0
5/12/20,259510,18752,1274562,0,0,0,0,260245,16880,1202036,0,0,0,0
5/13/20,260373,17437,1436944,0,0,0,0,257299,16178,1237300,0,0,0,0
5/14/20,294490,17812,1502248,0,0,0,0,260157,16115,1273927,0,0,0,0
5/15/20,292516,17731,1663973,0,0,0,0,262140,15932,1319182,0,0,0,0
5/16/20,287743,14253,1405088,0,0,0,0,265861,15891,1344440,0,0,0,0
5/17/20,237307,11485,1218473,0,0,0,0,266971,15730,1368448,0,0,0,0
5/18/20,271413,12993,1230101,0,0,0,0,271907,15780,1390198,0,0,0,0
5/19/20,295335,15692,1434915,0,0,0,0,277025,15343,1413106,0,0,0,0
5/20/20,310607,16262,1542548,0,0,0,0,284202,15175,1428192,0,0,0,0
5/21/20,324270,15757,1508121,0,0,0,0,288456,14882,1429031,0,0,0,0
5/22/20,325441,18184,1588429,0,0,0,0,293159,14947,1418239,0,0,0,0
5/23/20,318369,13401,1486419,0,0,0,0,297535,14825,1429858,0,0,0,0
5/24/20,285300,10602,1238638,0,0,0,0,304391,14699,1432739,0,0,0,0
5/25/20,262510,3265,1204801,0,0,0,0,303119,13309,1429124,0,0,0,0
5/26/20,286083,14765,1480768,0,0,0,0,301797,13177,1435675,0,0,0,0
5/27/20,311682,16579,1683160,0,0,0,0,301951,13222,1455762,0,0,0,0
5/28/20,366464,15393,1689466,0,0,0,0,307978,13170,1481669,0,0,0,0
5/29/20,367539,15866,1759773,0,0,0,0,313992,12839,1506146,0,0,0,0
5/30/20,414475,13498,1603626,0,0,0,0,327722,12853,1522890,0,0,0,0
5/31/20,321780,9648,1393087,0,0,0,0,332933,12716,1544954,0,0,0,0
6/1/20,290677,10725,1350355,0,0,0,0,336957,13782,1565748,0,0,0,0
6/2/20,368001,15935,1659888,0,0,0,0,348660,13949,1591336,0,0,0,0
6/3/20,342759,17868,1799668,0,0,0,0,353099,14133,1607980,0,0,0,0
6/4/20,400618,16583,1914830,0,0,0,0,357978,14303,1640175,0,0,0,0
6/5/20,398279,15513,1921854,0,0,0,0,362370,14253,1663330,0,0,0,0
6/6/20,405480,12847,1701387,0,0,0,0,361085,14160,1677296,0,0,0,0
6/7/20,340369,9683,1510405,0,0,0,0,363740,14165,1694055,0,0,0,0
6/8/20,310722,12718,1466907,0,0,0,0,366604,14450,1710706,0,0,0,0
6/9/20,379067,15957,1749689,0,0,0,0,368185,14453,1723534,0,0,0,0
6/10/20,409304,16677,1924646,0,0,0,0,377691,14283,1741388,0,0,0,0
6/11/20,418284,15368,1948187,0,0,0,0,380215,14109,1746154,0,0,0,0
6/12/20,391070,14614,1977877,0,0,0,0,379185,13981,1754157,0,0,0,0
6/13/20,409760,13571,1755900,0,0,0,0,379797,14084,1761944,0,0,0,0
6/14/20,399933,11040,1545798,0,0,0,0,388306,14278,1767001,0,0,0,0
6/15/20,361809,11637,1579228,0,0,0,0,395604,14123,1783046,0,0,0,0
6/16/20,430571,21679,1932287,0,0,0,0,402962,14941,1809132,0,0,0,0
6/17/20,435943,16932,2067716,0,0,0,0,406767,14977,1829570,0,0,0,0
6/18/20,429101,16136,2069815,0,0,0,0,408312,15087,1846946,0,0,0,0
6/19/20,543951,20456,2151668,0,0,0,0,430153,15922,1871773,0,0,0,0
6/20/20,476152,13688,1949592,0,0,0,0,439637,15938,1899443,0,0,0,0
6/21/20,386110,13855,1615986,0,0,0,0,437662,16340,1909470,0,0,0,0
6/22/20,421156,11299,1730139,0,0,0,0,446141,16292,1931029,0,0,0,0
6/23/20,505103,16988,2017713,0,0,0,0,456788,15622,1943233,0,0,0,0
6/24/20,522647,16734,2213232,0,0,0,0,469174,15594,1964021,0,0,0,0
6/25/20,539674,15254,2241233,0,0,0,0,484970,15468,1988509,0,0,0,0
6/26/20,580459,15450,2305840,0,0,0,0,490186,14753,2010534,0,0,0,0
6/27/20,538517,14426,2114335,0,0,0,0,499095,14858,2034068,0,0,0,0
6/28/20,494022,10608,1887875,0,0,0,0,514511,14394,2072910,0,0,0,0
6/29/20,469657,12177,1948667,0,0,0,0,521440,14520,2104128,0,0,0,0
6/30/20,527163,15827,2294861,0,0,0,0,524591,14354,2143720,0,0,0,0
7/1/20,657288,16070,2422308,0,0,0,0,543826,14259,2173588,0,0,0,0
7/2/20,634130,16429,2392186,0,0,0,0,557319,14427,2195153,0,0,0,0
7/3/20,608377,16011,2373582,0,0,0,0,561308,14507,2204831,0,0,0,0
7/4/20,584803,14460,1754527,0,0,0,0,567920,14512,2153429,0,0,0,0
7/5/20,554430,11533,1549149,0,0,0,0,576550,14644,2105040,0,0,0,0
7/6/20,496544,12793,1954431,0,0,0,0,580391,14732,2105863,0,0,0,0
7/7/20,637153,19168,2379717,0,0,0,0,596104,15209,2117986,0,0,0,0
7/8/20,646861,17027,2560113,0,0,0,0,594614,15346,2137672,0,0,0,0
7/9/20,684690,17487,2669677,0,0,0,0,601837,15497,2177314,0,0,0,0
7/10/20,702848,17003,2706559,0,0,0,0,615333,15639,2224882,0,0,0,0
7/11/20,653021,15698,2408479,0,0,0,0,625078,15816,2318304,0,0,0,0
7/12/20,579274,13162,2087219,0,0,0,0,628627,16048,2395171,0,0,0,0
7/13/20,580103,13025,2228889,0,0,0,0,640564,16081,2434379,0,0,0,0
